,Member_number,Date,itemDescription,Transaction_id
13087,4501,01-10-2014,"['processed cheese', 'brown bread']",T00376
5418,2453,01-10-2014,"['napkins', 'salty snack', 'sugar']",T00377
1608,1442,01-10-2014,"['candles', 'specialty bar']",T00378
14236,4797,01-10-2014,"['rolls/buns', 'white wine']",T00379
14627,4900,01-10-2014,"['root vegetables', 'whole milk']",T00380
74,1018,01-10-2014,"['long life bakery product', 'curd']",T00381
4634,2243,01-10-2014,"['meat', 'yogurt', 'candles', 'tropical fruit']",T00382
9754,3617,01-10-2014,"['liquor (appetizer)', 'candy', 'misc. beverages']",T00383
12064,4234,01-10-2014,"['napkins', 'beverages', 'pastry', 'berries']",T00384
7898,3119,01-10-2014,"['meat', 'yogurt', 'whole milk', 'whole milk']",T00385
9117,3462,01-10-2014,"['citrus fruit', 'other vegetables', 'bottled beer', 'dessert']",T00386
2451,1664,01-10-2014,"['rolls/buns', 'soda', 'misc. beverages']",T00387
4240,2138,01-10-2014,"['bottled water', 'whisky']",T00388
2540,1694,01-10-2014,"['rolls/buns', 'long life bakery product', 'dessert', 'tropical fruit']",T00389
14063,4749,01-10-2014,"['finished products', 'dessert']",T00390
12330,4300,01-10-2014,"['yogurt', 'citrus fruit']",T00391
2699,1738,01-10-2014,"['rolls/buns', 'yogurt']",T00392
3386,1910,01-10-2014,"['sugar', 'sliced cheese']",T00393
4586,2232,01-10-2014,"['beef', 'flour']",T00394
10089,3709,01-10-2014,"['pastry', 'syrup']",T00395
10015,3687,01-10-2014,"['rolls/buns', 'other vegetables']",T00396
11365,4060,01-10-2014,"['napkins', 'domestic eggs', 'other vegetables']",T00397
2001,1548,01-10-2014,"['long life bakery product', 'bottled beer']",T00398
14321,4819,01-10-2015,"['ice cream', 'rolls/buns']",T00399
10999,3950,01-10-2015,"['tropical fruit', 'white bread']",T00400
1809,1493,01-10-2015,"['spices', 'semi-finished bread']",T00401
4142,2108,01-10-2015,"['tropical fruit', 'tropical fruit', 'mayonnaise']",T00402
4105,2097,01-10-2015,"['chicken', 'rolls/buns', 'newspapers', 'shopping bags', 'domestic eggs', 'yogurt']",T00403
6884,2845,01-10-2015,"['other vegetables', 'processed cheese']",T00404
10664,3857,01-10-2015,"['bottled water', 'tropical fruit']",T00405
9064,3445,01-10-2015,"['sausage', 'cream cheese ']",T00406
5934,2592,01-10-2015,"['sausage', 'soda']",T00407
6798,2816,01-10-2015,"['fruit/vegetable juice', 'rolls/buns', 'tropical fruit', 'seasonal products']",T00408
10361,3778,01-10-2015,"['citrus fruit', 'tropical fruit', 'coffee', 'pastry']",T00409
11902,4195,01-10-2015,"['other vegetables', 'cream cheese ', 'root vegetables', 'rolls/buns', 'bottled beer', 'waffles']",T00410
6779,2813,01-10-2015,"['female sanitary products', 'cake bar', 'soda', 'whole milk', 'whole milk', 'yogurt', 'sausage']",T00411
6048,2622,01-10-2015,"['other vegetables', 'canned fish']",T00412
9021,3433,01-10-2015,"['root vegetables', 'salty snack', 'red/blush wine']",T00413
12646,4379,01-10-2015,"['turkey', 'sugar']",T00414
382,1107,01-10-2015,"['misc. beverages', 'citrus fruit']",T00415
3299,1889,01-11-2014,"['whole milk', 'soups']",T00416
760,1209,01-11-2014,"['dessert', 'sausage']",T00417
1115,1307,01-11-2014,"['rolls/buns', 'other vegetables']",T00418
5177,2391,01-11-2014,"['misc. beverages', 'whole milk']",T00419
545,1148,01-11-2014,"['soda', 'other vegetables']",T00420
5565,2499,01-11-2014,"['ice cream', 'beverages', 'shopping bags', 'other vegetables']",T00421
3653,1981,01-11-2014,"['fruit/vegetable juice', 'whole milk']",T00422
13129,4510,01-11-2014,"['cream cheese ', 'whole milk']",T00423
608,1167,01-11-2014,"['rolls/buns', 'other vegetables']",T00424
615,1169,01-11-2014,"['soda', 'detergent']",T00425
11382,4066,01-11-2014,"['fruit/vegetable juice', 'chewing gum']",T00426
3216,1868,01-11-2014,"['yogurt', 'whole milk']",T00427
858,1235,01-11-2014,"['soda', 'bottled water']",T00428
476,1130,01-11-2014,"['margarine', 'soda']",T00429
5310,2428,01-11-2014,"['domestic eggs', 'semi-finished bread', 'other vegetables']",T00430
4362,2169,01-11-2015,"['salty snack', 'detergent']",T00431
8361,3247,01-11-2015,"['dishes', 'cat food', 'canned beer', 'sliced cheese', 'zwieback']",T00432
3048,1824,01-11-2015,"['bottled beer', 'sugar', 'yogurt']",T00433
5544,2492,01-11-2015,"['canned beer', 'newspapers', 'other vegetables', 'other vegetables', 'soda', 'nut snack', 'yogurt', 'ham']",T00434
2502,1682,01-11-2015,"['canned beer', 'seasonal products']",T00435
2839,1773,01-11-2015,"['pip fruit', 'whole milk', 'detergent']",T00436
1248,1343,01-11-2015,"['other vegetables', 'specialty chocolate']",T00437
341,1097,01-11-2015,"['soda', 'whole milk', 'tropical fruit', 'curd']",T00438
10427,3794,01-11-2015,"['liquor (appetizer)', 'onions']",T00439
9138,3465,01-11-2015,"['bottled water', 'soda']",T00440
7006,2875,01-11-2015,"['soda', 'whole milk']",T00441
5019,2348,01-11-2015,"['curd cheese', 'root vegetables', 'whole milk', 'pastry']",T00442
11493,4095,01-11-2015,"['butter', 'other vegetables']",T00443
13672,4656,01-11-2015,"['onions', 'coffee']",T00444
9086,3452,01-11-2015,"['other vegetables', 'berries']",T00445
11605,4121,01-11-2015,"['shopping bags', 'whole milk', 'curd']",T00446
4886,2311,01-11-2015,"['other vegetables', 'sausage']",T00447
2720,1743,01-12-2014,"['whipped/sour cream', 'specialty bar', 'root vegetables']",T00448
10576,3837,01-12-2014,"['hard cheese', 'bottled water', 'newspapers']",T00449
4618,2239,01-12-2014,"['curd', 'yogurt']",T00450
11245,4020,01-12-2014,"['whole milk', 'frozen potato products']",T00451
12912,4453,01-12-2014,"['oil', 'rolls/buns']",T00452
3595,1964,01-12-2014,"['soda', 'brown bread']",T00453
1343,1369,01-12-2014,"['flour', 'sugar']",T00454
3002,1813,01-12-2014,"['brown bread', 'chocolate', 'meat']",T00455
6596,2766,01-12-2014,"['long life bakery product', 'pork']",T00456
14079,4753,01-12-2014,"['whole milk', 'white wine']",T00457
5811,2560,01-12-2014,"['shopping bags', 'other vegetables']",T00458
6213,2668,01-12-2014,"['whole milk', 'other vegetables']",T00459
7562,3031,01-12-2014,"['whole milk', 'specialty bar']",T00460
13507,4614,01-12-2014,"['sausage', 'newspapers']",T00461
9252,3493,01-12-2014,"['candy', 'beef']",T00462
4628,2242,01-12-2014,"['butter', 'frozen vegetables']",T00463
12805,4426,01-12-2014,"['pip fruit', 'berries']",T00464
14306,4814,01-12-2014,"['pip fruit', 'other vegetables', 'bottled beer']",T00465
12110,4246,01-12-2015,"['whole milk', 'sausage']",T00466
12559,4356,01-12-2015,"['butter', 'napkins', 'tropical fruit', 'whole milk']",T00467
12890,4445,01-12-2015,"['other vegetables', 'berries']",T00468
6642,2779,01-12-2015,"['rolls/buns', 'whole milk']",T00469
14500,4864,01-12-2015,"['ice cream', 'oil']",T00470
11321,4044,01-12-2015,"['frankfurter', 'hamburger meat']",T00471
11989,4217,01-12-2015,"['bottled water', 'whole milk']",T00472
11600,4120,01-12-2015,"['chicken', 'pip fruit']",T00473
4623,2240,01-12-2015,"['white bread', 'chicken']",T00474
3353,1902,01-12-2015,"['butter', 'chicken']",T00475
12861,4440,01-12-2015,"['sparkling wine', 'root vegetables']",T00476
1281,1354,01-12-2015,"['whole milk', 'frozen vegetables']",T00477
998,1277,01-12-2015,"['rolls/buns', 'sausage']",T00478
5873,2578,01-12-2015,"['yogurt', 'curd', 'whole milk', 'root vegetables']",T00479
1692,1466,01-12-2015,"['sausage', 'mayonnaise', 'seasonal products', 'other vegetables']",T00480
8878,3390,01-12-2015,"['canned beer', 'coffee']",T00481
7953,3133,01-12-2015,"['tropical fruit', 'curd cheese']",T00482
6260,2682,01-12-2015,"['root vegetables', 'herbs', 'cream cheese ']",T00483
5228,2403,01-12-2015,"['whipped/sour cream', 'yogurt']",T00484
6118,2643,01-12-2015,"['dessert', 'fruit/vegetable juice', 'tropical fruit', 'coffee']",T00485
626,1170,01-12-2015,"['chicken', 'pip fruit']",T00486
7508,3016,01-12-2015,"['long life bakery product', 'sugar', 'frankfurter']",T00487
7904,3120,02-01-2014,"['beef', 'newspapers', 'whole milk']",T00488
4481,2202,02-01-2014,"['sauces', 'coffee']",T00489
3255,1878,02-01-2014,"['dessert', 'root vegetables']",T00490
646,1175,02-01-2014,"['hamburger meat', 'other vegetables']",T00491
9913,3663,02-01-2014,"['rolls/buns', 'frozen vegetables', 'roll products ']",T00492
13267,4548,02-01-2014,"['UHT-milk', 'other vegetables']",T00493
6544,2755,02-01-2014,"['whole milk', 'fruit/vegetable juice', 'beef']",T00494
11690,4140,02-01-2014,"['curd', 'newspapers']",T00495
10274,3758,02-01-2014,"['domestic eggs', 'rolls/buns', 'rolls/buns']",T00496
6293,2690,02-01-2014,"['rolls/buns', 'grapes']",T00497
13193,4527,02-01-2014,"['brown bread', 'curd']",T00498
5494,2475,02-01-2014,"['dishes', 'roll products ']",T00499
8034,3156,02-01-2014,"['whipped/sour cream', 'soda']",T00500
12111,4247,02-01-2014,"['soda', 'butter']",T00501
12135,4255,02-01-2014,"['margarine', 'frankfurter']",T00502
8271,3220,02-01-2014,"['salty snack', 'canned beer']",T00503
2989,1809,02-01-2014,"['root vegetables', 'waffles', 'hard cheese']",T00504
6404,2717,02-01-2014,"['fruit/vegetable juice', 'fruit/vegetable juice']",T00505
12397,4316,02-01-2014,"['tropical fruit', 'candy']",T00506
3598,1965,02-01-2014,"['yogurt', 'chewing gum']",T00507
8344,3243,02-01-2014,"['whole milk', 'pot plants']",T00508
7853,3107,02-01-2014,"['whole milk', 'rolls/buns']",T00509
10461,3805,02-01-2014,"['semi-finished bread', 'white bread']",T00510
14045,4746,02-01-2014,"['margarine', 'newspapers']",T00511
14584,4887,02-01-2014,"['soap', 'long life bakery product']",T00512
3925,2051,02-01-2015,"['domestic eggs', 'photo/film', 'cocoa drinks']",T00513
10256,3754,02-01-2015,"['whole milk', 'pip fruit', 'margarine']",T00514
11709,4147,02-01-2015,"['bottled beer', 'citrus fruit', 'newspapers', 'cat food', 'white wine']",T00515
7690,3064,02-01-2015,"['other vegetables', 'pork']",T00516
9367,3520,02-01-2015,"['other vegetables', 'shopping bags', 'canned beer']",T00517
9988,3682,02-01-2015,"['shopping bags', 'citrus fruit']",T00518
7771,3086,02-01-2015,"['pork', 'whole milk', 'brown bread', 'pip fruit']",T00519
5154,2384,02-01-2015,"['chicken', 'tropical fruit']",T00520
14722,4933,02-01-2015,"['sausage', 'bottled water']",T00521
749,1206,02-01-2015,"['sausage', 'cat food']",T00522
5148,2383,02-01-2015,"['specialty chocolate', 'flower soil/fertilizer', 'yogurt']",T00523
9328,3510,02-01-2015,"['whole milk', 'frankfurter']",T00524
4735,2271,02-01-2015,"['mayonnaise', 'rolls/buns']",T00525
8524,3289,02-02-2014,"['hard cheese', 'sugar']",T00526
2919,1791,02-02-2014,"['yogurt', 'tropical fruit', 'bottled beer', 'cake bar']",T00527
3509,1939,02-02-2014,"['rolls/buns', 'whipped/sour cream']",T00528
3441,1923,02-02-2014,"['meat', 'pip fruit']",T00529
14787,4947,02-02-2014,"['frozen potato products', 'white wine']",T00530
13583,4635,02-02-2014,"['baking powder', 'root vegetables']",T00531
662,1180,02-02-2014,"['whole milk', 'frozen potato products']",T00532
5587,2505,02-02-2014,"['fruit/vegetable juice', 'frozen vegetables']",T00533
3856,2036,02-02-2014,"['soda', 'whole milk']",T00534
10899,3921,02-02-2014,"['hard cheese', 'coffee']",T00535
4519,2215,02-02-2014,"['curd', 'napkins']",T00536
12283,4291,02-02-2014,"['cream cheese ', 'whole milk']",T00537
409,1113,02-02-2014,"['curd', 'canned beer']",T00538
8179,3194,02-02-2014,"['frozen vegetables', 'tropical fruit']",T00539
506,1139,02-02-2014,"['rolls/buns', 'canned beer', 'brown bread']",T00540
3702,1996,02-02-2014,"['domestic eggs', 'whipped/sour cream']",T00541
12737,4406,02-02-2014,"['newspapers', 'other vegetables']",T00542
5338,2435,02-02-2014,"['dessert', 'sausage']",T00543
13772,4679,02-02-2014,"['shopping bags', 'beef']",T00544
11657,4133,02-02-2014,"['soda', 'canned beer', 'yogurt']",T00545
3466,1930,02-02-2015,"['specialty bar', 'ham']",T00546
1191,1329,02-02-2015,"['dishes', 'whipped/sour cream', 'detergent', 'sausage', 'ham', 'yogurt']",T00547
6729,2800,02-02-2015,"['other vegetables', 'dessert']",T00548
6518,2747,02-02-2015,"['pickled vegetables', 'ham']",T00549
6170,2656,02-02-2015,"['cleaner', 'hamburger meat']",T00550
5052,2356,02-02-2015,"['hamburger meat', 'butter', 'pip fruit', 'yogurt']",T00551
9512,3557,02-02-2015,"['frankfurter', 'bottled water', 'soft cheese']",T00552
8510,3287,02-02-2015,"['vinegar', 'rolls/buns', 'pork', 'onions']",T00553
9031,3437,02-02-2015,"['berries', 'sausage']",T00554
9251,3493,02-02-2015,"['citrus fruit', 'pip fruit']",T00555
8648,3322,02-02-2015,"['ice cream', 'UHT-milk', 'specialty bar']",T00556
4672,2254,02-03-2014,"['whipped/sour cream', 'newspapers']",T00557
13785,4683,02-03-2014,"['cling film/bags', 'domestic eggs', 'domestic eggs']",T00558
2002,1549,02-03-2014,"['pastry', 'domestic eggs', 'coffee']",T00559
4244,2139,02-03-2014,"['other vegetables', 'butter milk']",T00560
8396,3254,02-03-2014,"['whole milk', 'other vegetables']",T00561
11652,4132,02-03-2014,"['shopping bags', 'yogurt', 'bottled water']",T00562
14069,4751,02-03-2014,"['candy', 'butter']",T00563
13102,4504,02-03-2014,"['seasonal products', 'soups']",T00564
12567,4359,02-03-2014,"['rolls/buns', 'butter milk']",T00565
429,1118,02-03-2014,"['bottled beer', 'frozen vegetables', 'sliced cheese']",T00566
13823,4690,02-03-2014,"['butter', 'chicken']",T00567
14233,4796,02-03-2014,"['rolls/buns', 'Instant food products', 'curd cheese']",T00568
11325,4045,02-03-2014,"['rolls/buns', 'beef', 'pip fruit']",T00569
7098,2906,02-03-2014,"['butter', 'whole milk']",T00570
10466,3807,02-03-2014,"['cat food', 'fruit/vegetable juice']",T00571
13392,4582,02-03-2014,"['specialty chocolate', 'other vegetables']",T00572
10401,3787,02-03-2014,"['pasta', 'pip fruit']",T00573
9052,3442,02-03-2014,"['rolls/buns', 'brandy']",T00574
2438,1661,02-03-2014,"['whipped/sour cream', 'salty snack', 'root vegetables']",T00575
4097,2094,02-03-2014,"['whole milk', 'whole milk']",T00576
13673,4656,02-03-2014,"['other vegetables', 'frozen dessert', 'hamburger meat', 'oil']",T00577
2207,1605,02-03-2014,"['soda', 'fruit/vegetable juice']",T00578
12314,4297,02-03-2014,"['whole milk', 'shopping bags', 'fruit/vegetable juice', 'shopping bags']",T00579
4962,2334,02-03-2014,"['root vegetables', 'soda', 'coffee']",T00580
14351,4826,02-03-2014,"['whole milk', 'curd']",T00581
125,1033,02-03-2014,"['frankfurter', 'pastry']",T00582
2544,1696,02-03-2015,"['root vegetables', 'rolls/buns']",T00583
6084,2632,02-03-2015,"['frozen vegetables', 'whole milk', 'sausage', 'long life bakery product', 'root vegetables']",T00584
14739,4936,02-03-2015,"['root vegetables', 'sausage']",T00585
9742,3614,02-03-2015,"['tropical fruit', 'citrus fruit']",T00586
12301,4294,02-03-2015,"['bottled beer', 'rolls/buns']",T00587
14425,4843,02-03-2015,"['rice', 'dishes', 'dessert', 'pip fruit', 'male cosmetics']",T00588
6466,2736,02-03-2015,"['onions', 'pip fruit', 'whole milk', 'processed cheese', 'whole milk', 'sugar', 'whole milk']",T00589
1419,1390,02-03-2015,"['house keeping products', 'pastry', 'whole milk', 'other vegetables', 'frozen vegetables', 'dental care', 'waffles']",T00590
2179,1598,02-03-2015,"['root vegetables', 'sliced cheese', 'white bread']",T00591
9880,3656,02-03-2015,"['whole milk', 'frozen fish', 'beef']",T00592
4373,2172,02-03-2015,"['citrus fruit', 'specialty chocolate', 'sugar']",T00593
3447,1924,02-03-2015,"['brandy', 'dessert']",T00594
893,1245,02-03-2015,"['condensed milk', 'dessert', 'shopping bags', 'rolls/buns']",T00595
8148,3185,02-03-2015,"['sausage', 'pastry']",T00596
999,1277,02-03-2015,"['frankfurter', 'shopping bags']",T00597
2848,1776,02-03-2015,"['pastry', 'grapes', 'whole milk', 'yogurt']",T00598
6571,2761,02-03-2015,"['chocolate', 'whipped/sour cream', 'brown bread']",T00599
13276,4550,02-03-2015,"['canned beer', 'dog food', 'rolls/buns', 'other vegetables']",T00600
5360,2440,02-03-2015,"['bottled beer', 'UHT-milk', 'tropical fruit', 'root vegetables']",T00601
4986,2340,02-03-2015,"['other vegetables', 'yogurt']",T00602
8544,3296,02-03-2015,"['detergent', 'root vegetables', 'whole milk']",T00603
12578,4362,02-03-2015,"['chicken', 'sugar']",T00604
6158,2653,02-03-2015,"['whipped/sour cream', 'other vegetables']",T00605
2577,1706,02-04-2014,"['soda', 'yogurt']",T00606
12991,4474,02-04-2014,"['fruit/vegetable juice', 'butter milk']",T00607
1995,1546,02-04-2014,"['white bread', 'canned fish']",T00608
7487,3011,02-04-2014,"['rolls/buns', 'frozen meals', 'other vegetables']",T00609
8378,3249,02-04-2014,"['dessert', 'beverages']",T00610
14053,4747,02-04-2014,"['pip fruit', 'soft cheese']",T00611
6975,2868,02-04-2014,"['salty snack', 'soda']",T00612
2039,1561,02-04-2014,"['white bread', 'white bread']",T00613
2855,1777,02-04-2014,"['sugar', 'margarine']",T00614
1363,1376,02-04-2014,"['dessert', 'pot plants']",T00615
12382,4312,02-04-2014,"['whole milk', 'cocoa drinks']",T00616
11640,4129,02-04-2014,"['napkins', 'waffles']",T00617
3915,2049,02-04-2014,"['other vegetables', 'whole milk', 'other vegetables']",T00618
5902,2584,02-04-2014,"['bottled beer', 'curd', 'whole milk']",T00619
6520,2748,02-04-2014,"['misc. beverages', 'processed cheese']",T00620
3721,1999,02-04-2014,"['white wine', 'brown bread']",T00621
6374,2709,02-04-2014,"['whole milk', 'bottled water']",T00622
9830,3641,02-04-2014,"['white bread', 'bottled water']",T00623
4484,2204,02-04-2014,"['other vegetables', 'bottled beer']",T00624
10789,3896,02-04-2014,"['misc. beverages', 'spread cheese', 'pip fruit']",T00625
4191,2125,02-04-2014,"['yogurt', 'soda', 'oil', 'chewing gum']",T00626
3898,2045,02-04-2014,"['other vegetables', 'soft cheese', 'tropical fruit']",T00627
10395,3786,02-04-2014,"['pastry', 'berries']",T00628
9509,3556,02-04-2014,"['margarine', 'pork']",T00629
9181,3476,02-04-2014,"['pastry', 'ice cream']",T00630
8963,3414,02-04-2014,"['cream cheese ', 'bottled water']",T00631
7940,3129,02-04-2014,"['sweet spreads', 'coffee']",T00632
3950,2058,02-04-2014,"['other vegetables', 'rolls/buns']",T00633
6455,2732,02-04-2015,"['other vegetables', 'sausage']",T00634
149,1041,02-04-2015,"['hamburger meat', 'yogurt']",T00635
4420,2186,02-04-2015,"['canned beer', 'sausage']",T00636
10742,3881,02-04-2015,"['frankfurter', 'chicken', 'domestic eggs', 'other vegetables']",T00637
141,1038,02-04-2015,"['whole milk', 'pip fruit', 'whipped/sour cream']",T00638
14735,4935,02-04-2015,"['Instant food products', 'root vegetables', 'tropical fruit']",T00639
10655,3856,02-04-2015,"['newspapers', 'whole milk']",T00640
12945,4462,02-04-2015,"['rolls/buns', 'rolls/buns', 'newspapers', 'yogurt', 'frozen dessert', 'bottled water']",T00641
9188,3478,02-04-2015,"['rolls/buns', 'canned beer']",T00642
12096,4243,02-04-2015,"['sausage', 'hygiene articles', 'detergent']",T00643
1294,1356,02-04-2015,"['soft cheese', 'semi-finished bread']",T00644
14097,4760,02-04-2015,"['root vegetables', 'salty snack', 'tropical fruit', 'butter', 'semi-finished bread', 'rolls/buns', 'pastry', 'fruit/vegetable juice']",T00645
2585,1708,02-04-2015,"['oil', 'onions']",T00646
10282,3759,02-04-2015,"['whole milk', 'chocolate']",T00647
10594,3841,02-04-2015,"['yogurt', 'frankfurter']",T00648
2472,1674,02-04-2015,"['kitchen towels', 'shopping bags', 'zwieback']",T00649
4894,2313,02-05-2014,"['dishes', 'other vegetables']",T00650
2138,1586,02-05-2014,"['rolls/buns', 'pip fruit']",T00651
